code_insee_region;consommation_brute_electricite_rte;consommation_brute_gaz_grtgaz;consommation_brute_gaz_terega;consommation_brute_gaz_totale;consommation_brute_totale;date;date_heure;heure;region;statut_grtgaz;statut_rte;statut_terega
75;7537.0;3992.0;3582.0;7574.0;15111.0;2013-01-15;20130115110000;11:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
76;6720.0;2003.0;4162.0;6165.0;12885.0;2013-01-15;20130115110000;11:00;Occitanie;Définitif;Définitif;Définitif
24;3523.0;nan;nan;nan;nan;2013-01-15;20130115113000;11:30;Centre-Val de Loire;nan;Définitif;nan
52;4630.0;nan;nan;nan;nan;2013-01-15;20130115123000;12:30;Pays de la Loire;nan;Définitif;nan
24;3464.0;4197.0;nan;4197.0;7661.0;2013-01-15;20130115130000;13:00;Centre-Val de Loire;Définitif;Définitif;nan
32;8730.0;16659.0;nan;16659.0;25389.0;2013-01-15;20130115130000;13:00;Hauts-de-France;Définitif;Définitif;nan
75;7442.0;3725.0;3240.0;6965.0;14407.0;2013-01-15;20130115130000;13:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
27;3688.0;nan;nan;nan;nan;2013-01-15;20130115133000;13:30;Bourgogne-Franche-Comté;nan;Définitif;nan
53;3671.0;nan;nan;nan;nan;2013-01-15;20130115133000;13:30;Bretagne;nan;Définitif;nan
76;6538.0;nan;nan;nan;nan;2013-01-15;20130115133000;13:30;Occitanie;nan;Définitif;nan
44;7768.0;16872.0;nan;16872.0;24640.0;2013-01-15;20130115140000;14:00;Grand Est;Définitif;Définitif;nan
93;7214.0;8227.0;nan;8227.0;15441.0;2013-01-15;20130115140000;14:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
11;13702.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Île-de-France;nan;Définitif;nan
24;3439.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Centre-Val de Loire;nan;Définitif;nan
28;4802.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Normandie;nan;Définitif;nan
53;3666.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Bretagne;nan;Définitif;nan
75;7389.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Nouvelle-Aquitaine;nan;Définitif;nan
93;7324.0;nan;nan;nan;nan;2013-01-15;20130115143000;14:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
27;3679.0;5716.0;nan;5716.0;9395.0;2013-01-15;20130115150000;15:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
28;4721.0;7487.0;nan;7487.0;12208.0;2013-01-15;20130115150000;15:00;Normandie;Définitif;Définitif;nan
32;8325.0;16171.0;nan;16171.0;24496.0;2013-01-15;20130115150000;15:00;Hauts-de-France;Définitif;Définitif;nan
44;7670.0;16772.0;nan;16772.0;24442.0;2013-01-15;20130115150000;15:00;Grand Est;Définitif;Définitif;nan
11;13341.0;nan;nan;nan;nan;2013-01-15;20130115153000;15:30;Île-de-France;nan;Définitif;nan
27;3656.0;5816.0;nan;5816.0;9472.0;2013-01-15;20130115160000;16:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
76;6072.0;1682.0;3836.0;5518.0;11590.0;2013-01-15;20130115160000;16:00;Occitanie;Définitif;Définitif;Définitif
52;4218.0;6062.0;nan;6062.0;10280.0;2013-01-15;20130115170000;17:00;Pays de la Loire;Définitif;Définitif;nan
53;3507.0;3428.0;nan;3428.0;6935.0;2013-01-15;20130115170000;17:00;Bretagne;Définitif;Définitif;nan
24;3585.0;4125.0;nan;4125.0;7710.0;2013-01-15;20130115180000;18:00;Centre-Val de Loire;Définitif;Définitif;nan
32;8844.0;16715.0;nan;16715.0;25559.0;2013-01-15;20130115180000;18:00;Hauts-de-France;Définitif;Définitif;nan
44;7936.0;16791.0;nan;16791.0;24727.0;2013-01-15;20130115180000;18:00;Grand Est;Définitif;Définitif;nan
28;5169.0;nan;nan;nan;nan;2013-01-15;20130115183000;18:30;Normandie;nan;Définitif;nan
76;6986.0;nan;nan;nan;nan;2013-01-15;20130115183000;18:30;Occitanie;nan;Définitif;nan
28;5265.0;7561.0;nan;7561.0;12826.0;2013-01-15;20130115190000;19:00;Normandie;Définitif;Définitif;nan
32;9101.0;16430.0;nan;16430.0;25531.0;2013-01-15;20130115190000;19:00;Hauts-de-France;Définitif;Définitif;nan
11;14474.0;nan;nan;nan;nan;2013-01-15;20130115193000;19:30;Île-de-France;nan;Définitif;nan
24;3608.0;nan;nan;nan;nan;2013-01-15;20130115193000;19:30;Centre-Val de Loire;nan;Définitif;nan
76;7085.0;nan;nan;nan;nan;2013-01-15;20130115193000;19:30;Occitanie;nan;Définitif;nan
11;14303.0;3992.0;nan;3992.0;18295.0;2013-01-15;20130115200000;20:00;Île-de-France;Définitif;Définitif;nan
27;3762.0;5424.0;nan;5424.0;9186.0;2013-01-15;20130115200000;20:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
44;7662.0;16400.0;nan;16400.0;24062.0;2013-01-15;20130115200000;20:00;Grand Est;Définitif;Définitif;nan
75;7516.0;3575.0;3283.0;6858.0;14374.0;2013-01-15;20130115200000;20:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
84;11120.0;12901.0;77.0;12978.0;24098.0;2013-01-15;20130115200000;20:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
53;3620.0;nan;nan;nan;nan;2013-01-15;20130115203000;20:30;Bretagne;nan;Définitif;nan
11;13368.0;3944.0;nan;3944.0;17312.0;2013-01-15;20130115210000;21:00;Île-de-France;Définitif;Définitif;nan
32;8208.0;15257.0;nan;15257.0;23465.0;2013-01-15;20130115210000;21:00;Hauts-de-France;Définitif;Définitif;nan
93;7088.0;7648.0;nan;7648.0;14736.0;2013-01-15;20130115210000;21:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;3232.0;nan;nan;nan;nan;2013-01-15;20130115213000;21:30;Centre-Val de Loire;nan;Définitif;nan
11;12388.0;3885.0;nan;3885.0;16273.0;2013-01-15;20130115220000;22:00;Île-de-France;Définitif;Définitif;nan
27;3527.0;4881.0;nan;4881.0;8408.0;2013-01-15;20130115220000;22:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
44;7027.0;14789.0;nan;14789.0;21816.0;2013-01-15;20130115220000;22:00;Grand Est;Définitif;Définitif;nan
53;3326.0;2666.0;nan;2666.0;5992.0;2013-01-15;20130115220000;22:00;Bretagne;Définitif;Définitif;nan
75;6618.0;nan;nan;nan;nan;2013-01-15;20130115223000;22:30;Nouvelle-Aquitaine;nan;Définitif;nan
24;3114.0;3423.0;nan;3423.0;6537.0;2013-01-15;20130115230000;23:00;Centre-Val de Loire;Définitif;Définitif;nan
32;7792.0;13359.0;nan;13359.0;21151.0;2013-01-15;20130115230000;23:00;Hauts-de-France;Définitif;Définitif;nan
75;6959.0;3032.0;2432.0;5464.0;12423.0;2013-01-15;20130115230000;23:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
44;6909.0;14306.0;nan;14306.0;21215.0;2013-01-16;20130116000000;00:00;Grand Est;Définitif;Définitif;nan
53;3681.0;2470.0;nan;2470.0;6151.0;2013-01-16;20130116000000;00:00;Bretagne;Définitif;Définitif;nan
93;6980.0;6626.0;nan;6626.0;13606.0;2013-01-16;20130116000000;00:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;4689.0;nan;nan;nan;nan;2013-01-16;20130116003000;00:30;Normandie;nan;Définitif;nan
32;7918.0;nan;nan;nan;nan;2013-01-16;20130116003000;00:30;Hauts-de-France;nan;Définitif;nan
84;10089.0;nan;nan;nan;nan;2013-01-16;20130116003000;00:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
53;3298.0;2491.0;nan;2491.0;5789.0;2013-01-16;20130116010000;01:00;Bretagne;Définitif;Définitif;nan
93;6449.0;6683.0;nan;6683.0;13132.0;2013-01-16;20130116010000;01:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;3153.0;nan;nan;nan;nan;2013-01-16;20130116013000;01:30;Centre-Val de Loire;nan;Définitif;nan
27;3077.0;nan;nan;nan;nan;2013-01-16;20130116013000;01:30;Bourgogne-Franche-Comté;nan;Définitif;nan
32;7840.0;nan;nan;nan;nan;2013-01-16;20130116013000;01:30;Hauts-de-France;nan;Définitif;nan
28;4585.0;7042.0;nan;7042.0;11627.0;2013-01-16;20130116020000;02:00;Normandie;Définitif;Définitif;nan
76;5736.0;1431.0;2939.0;4370.0;10106.0;2013-01-16;20130116020000;02:00;Occitanie;Définitif;Définitif;Définitif
27;3224.0;nan;nan;nan;nan;2013-01-16;20130116023000;02:30;Bourgogne-Franche-Comté;nan;Définitif;nan
32;7525.0;nan;nan;nan;nan;2013-01-16;20130116023000;02:30;Hauts-de-France;nan;Définitif;nan
11;10088.0;3955.0;nan;3955.0;14043.0;2013-01-16;20130116030000;03:00;Île-de-France;Définitif;Définitif;nan
24;2952.0;3759.0;nan;3759.0;6711.0;2013-01-16;20130116030000;03:00;Centre-Val de Loire;Définitif;Définitif;nan
84;9817.0;11059.0;69.0;11128.0;20945.0;2013-01-16;20130116030000;03:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;6442.0;6618.0;nan;6618.0;13060.0;2013-01-16;20130116030000;03:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
27;3133.0;nan;nan;nan;nan;2013-01-16;20130116033000;03:30;Bourgogne-Franche-Comté;nan;Définitif;nan
44;6394.0;13184.0;nan;13184.0;19578.0;2013-01-16;20130116040000;04:00;Grand Est;Définitif;Définitif;nan
53;3166.0;2886.0;nan;2886.0;6052.0;2013-01-16;20130116040000;04:00;Bretagne;Définitif;Définitif;nan
24;2844.0;nan;nan;nan;nan;2013-01-16;20130116043000;04:30;Centre-Val de Loire;nan;Définitif;nan
28;4270.0;nan;nan;nan;nan;2013-01-16;20130116043000;04:30;Normandie;nan;Définitif;nan
44;6394.0;nan;nan;nan;nan;2013-01-16;20130116043000;04:30;Grand Est;nan;Définitif;nan
44;6464.0;14595.0;nan;14595.0;21059.0;2013-01-16;20130116050000;05:00;Grand Est;Définitif;Définitif;nan
75;5926.0;3655.0;3181.0;6836.0;12762.0;2013-01-16;20130116050000;05:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
44;6611.0;nan;nan;nan;nan;2013-01-16;20130116053000;05:30;Grand Est;nan;Définitif;nan
53;3290.0;nan;nan;nan;nan;2013-01-16;20130116053000;05:30;Bretagne;nan;Définitif;nan
76;5430.0;nan;nan;nan;nan;2013-01-16;20130116053000;05:30;Occitanie;nan;Définitif;nan
93;6224.0;nan;nan;nan;nan;2013-01-16;20130116053000;05:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
28;4568.0;8792.0;nan;8792.0;13360.0;2013-01-16;20130116060000;06:00;Normandie;Définitif;Définitif;nan
44;6827.0;17350.0;nan;17350.0;24177.0;2013-01-16;20130116060000;06:00;Grand Est;Définitif;Définitif;nan
93;6309.0;8972.0;nan;8972.0;15281.0;2013-01-16;20130116060000;06:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
27;3421.0;nan;nan;nan;nan;2013-01-16;20130116063000;06:30;Bourgogne-Franche-Comté;nan;Définitif;nan
28;4899.0;8985.0;nan;8985.0;13884.0;2013-01-16;20130116070000;07:00;Normandie;Définitif;Définitif;nan
75;6913.0;4436.0;4189.0;8625.0;15538.0;2013-01-16;20130116070000;07:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
93;6777.0;9662.0;nan;9662.0;16439.0;2013-01-16;20130116070000;07:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;5057.0;nan;nan;nan;nan;2013-01-16;20130116073000;07:30;Normandie;nan;Définitif;nan
52;4755.0;nan;nan;nan;nan;2013-01-16;20130116073000;07:30;Pays de la Loire;nan;Définitif;nan
44;7626.0;18781.0;nan;18781.0;26407.0;2013-01-16;20130116080000;08:00;Grand Est;Définitif;Définitif;nan
32;8914.0;nan;nan;nan;nan;2013-01-16;20130116083000;08:30;Hauts-de-France;nan;Définitif;nan
44;7668.0;nan;nan;nan;nan;2013-01-16;20130116083000;08:30;Grand Est;nan;Définitif;nan
53;3898.0;nan;nan;nan;nan;2013-01-16;20130116083000;08:30;Bretagne;nan;Définitif;nan
76;6525.0;nan;nan;nan;nan;2013-01-16;20130116083000;08:30;Occitanie;nan;Définitif;nan
93;6981.0;nan;nan;nan;nan;2013-01-16;20130116083000;08:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;13796.0;3940.0;nan;3940.0;17736.0;2013-01-16;20130116090000;09:00;Île-de-France;Définitif;Définitif;nan
28;5204.0;nan;nan;nan;nan;2013-01-16;20130116093000;09:30;Normandie;nan;Définitif;nan
32;8835.0;nan;nan;nan;nan;2013-01-16;20130116093000;09:30;Hauts-de-France;nan;Définitif;nan
93;7125.0;nan;nan;nan;nan;2013-01-16;20130116093000;09:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;13974.0;3845.0;nan;3845.0;17819.0;2013-01-16;20130116100000;10:00;Île-de-France;Définitif;Définitif;nan
76;6713.0;1990.0;4474.0;6464.0;13177.0;2013-01-16;20130116100000;10:00;Occitanie;Définitif;Définitif;Définitif
28;5173.0;nan;nan;nan;nan;2013-01-16;20130116103000;10:30;Normandie;nan;Définitif;nan
52;5033.0;6919.0;nan;6919.0;11952.0;2013-01-16;20130116110000;11:00;Pays de la Loire;Définitif;Définitif;nan
84;11234.0;nan;nan;nan;nan;2013-01-16;20130116113000;11:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
44;7956.0;17462.0;nan;17462.0;25418.0;2013-01-16;20130116120000;12:00;Grand Est;Définitif;Définitif;nan
44;7761.0;nan;nan;nan;nan;2013-01-16;20130116123000;12:30;Grand Est;nan;Définitif;nan
52;5121.0;nan;nan;nan;nan;2013-01-16;20130116123000;12:30;Pays de la Loire;nan;Définitif;nan
76;6887.0;nan;nan;nan;nan;2013-01-16;20130116123000;12:30;Occitanie;nan;Définitif;nan
93;7158.0;nan;nan;nan;nan;2013-01-16;20130116123000;12:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
76;7016.0;1932.0;4226.0;6158.0;13174.0;2013-01-16;20130116130000;13:00;Occitanie;Définitif;Définitif;Définitif
93;7046.0;8989.0;nan;8989.0;16035.0;2013-01-16;20130116130000;13:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;3391.0;nan;nan;nan;nan;2013-01-16;20130116133000;13:30;Centre-Val de Loire;nan;Définitif;nan
52;4906.0;nan;nan;nan;nan;2013-01-16;20130116133000;13:30;Pays de la Loire;nan;Définitif;nan
93;6942.0;8967.0;nan;8967.0;15909.0;2013-01-16;20130116140000;14:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;4808.0;nan;nan;nan;nan;2013-01-16;20130116143000;14:30;Normandie;nan;Définitif;nan
53;3835.0;nan;nan;nan;nan;2013-01-16;20130116143000;14:30;Bretagne;nan;Définitif;nan
11;13096.0;3762.0;nan;3762.0;16858.0;2013-01-16;20130116150000;15:00;Île-de-France;Définitif;Définitif;nan
24;3407.0;4339.0;nan;4339.0;7746.0;2013-01-16;20130116150000;15:00;Centre-Val de Loire;Définitif;Définitif;nan
28;4665.0;7761.0;nan;7761.0;12426.0;2013-01-16;20130116150000;15:00;Normandie;Définitif;Définitif;nan
93;7022.0;nan;nan;nan;nan;2013-01-16;20130116153000;15:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;12982.0;3840.0;nan;3840.0;16822.0;2013-01-16;20130116160000;16:00;Île-de-France;Définitif;Définitif;nan
24;3345.0;4414.0;nan;4414.0;7759.0;2013-01-16;20130116160000;16:00;Centre-Val de Loire;Définitif;Définitif;nan
11;13038.0;nan;nan;nan;nan;2013-01-16;20130116163000;16:30;Île-de-France;nan;Définitif;nan
27;3585.0;nan;nan;nan;nan;2013-01-16;20130116163000;16:30;Bourgogne-Franche-Comté;nan;Définitif;nan
53;3657.0;nan;nan;nan;nan;2013-01-16;20130116163000;16:30;Bretagne;nan;Définitif;nan
84;10490.0;nan;nan;nan;nan;2013-01-16;20130116163000;16:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
24;3404.0;nan;nan;nan;nan;2013-01-16;20130116173000;17:30;Centre-Val de Loire;nan;Définitif;nan
32;8476.0;nan;nan;nan;nan;2013-01-16;20130116173000;17:30;Hauts-de-France;nan;Définitif;nan
53;3700.0;nan;nan;nan;nan;2013-01-16;20130116173000;17:30;Bretagne;nan;Définitif;nan
75;7084.0;nan;nan;nan;nan;2013-01-16;20130116173000;17:30;Nouvelle-Aquitaine;nan;Définitif;nan
76;6658.0;nan;nan;nan;nan;2013-01-16;20130116173000;17:30;Occitanie;nan;Définitif;nan
28;5106.0;8267.0;nan;8267.0;13373.0;2013-01-16;20130116180000;18:00;Normandie;Définitif;Définitif;nan
32;8781.0;17652.0;nan;17652.0;26433.0;2013-01-16;20130116180000;18:00;Hauts-de-France;Définitif;Définitif;nan
52;4874.0;6683.0;nan;6683.0;11557.0;2013-01-16;20130116180000;18:00;Pays de la Loire;Définitif;Définitif;nan
76;7001.0;2019.0;4217.0;6236.0;13237.0;2013-01-16;20130116180000;18:00;Occitanie;Définitif;Définitif;Définitif
84;11238.0;14530.0;87.0;14617.0;25855.0;2013-01-16;20130116180000;18:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
44;8090.0;nan;nan;nan;nan;2013-01-16;20130116183000;18:30;Grand Est;nan;Définitif;nan
53;4079.0;nan;nan;nan;nan;2013-01-16;20130116183000;18:30;Bretagne;nan;Définitif;nan
76;7151.0;nan;nan;nan;nan;2013-01-16;20130116183000;18:30;Occitanie;nan;Définitif;nan
93;7645.0;nan;nan;nan;nan;2013-01-16;20130116183000;18:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
24;3890.0;4574.0;nan;4574.0;8464.0;2013-01-16;20130116190000;19:00;Centre-Val de Loire;Définitif;Définitif;nan
52;5333.0;6647.0;nan;6647.0;11980.0;2013-01-16;20130116190000;19:00;Pays de la Loire;Définitif;Définitif;nan
75;7832.0;4081.0;3712.0;7793.0;15625.0;2013-01-16;20130116190000;19:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
27;3922.0;nan;nan;nan;nan;2013-01-16;20130116193000;19:30;Bourgogne-Franche-Comté;nan;Définitif;nan
32;9103.0;nan;nan;nan;nan;2013-01-16;20130116193000;19:30;Hauts-de-France;nan;Définitif;nan
53;4154.0;nan;nan;nan;nan;2013-01-16;20130116193000;19:30;Bretagne;nan;Définitif;nan
93;7712.0;nan;nan;nan;nan;2013-01-16;20130116193000;19:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
44;7757.0;17174.0;nan;17174.0;24931.0;2013-01-16;20130116200000;20:00;Grand Est;Définitif;Définitif;nan
52;5064.0;6566.0;nan;6566.0;11630.0;2013-01-16;20130116200000;20:00;Pays de la Loire;Définitif;Définitif;nan
32;8653.0;nan;nan;nan;nan;2013-01-16;20130116203000;20:30;Hauts-de-France;nan;Définitif;nan
93;7321.0;nan;nan;nan;nan;2013-01-16;20130116203000;20:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
75;7157.0;3940.0;3359.0;7299.0;14456.0;2013-01-16;20130116210000;21:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
32;8230.0;nan;nan;nan;nan;2013-01-16;20130116213000;21:30;Hauts-de-France;nan;Définitif;nan
24;3397.0;4081.0;nan;4081.0;7478.0;2013-01-16;20130116220000;22:00;Centre-Val de Loire;Définitif;Définitif;nan
28;4963.0;7363.0;nan;7363.0;12326.0;2013-01-16;20130116220000;22:00;Normandie;Définitif;Définitif;nan
53;3659.0;3195.0;nan;3195.0;6854.0;2013-01-16;20130116220000;22:00;Bretagne;Définitif;Définitif;nan
93;6828.0;8083.0;nan;8083.0;14911.0;2013-01-16;20130116220000;22:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
28;5053.0;nan;nan;nan;nan;2013-01-16;20130116223000;22:30;Normandie;nan;Définitif;nan
32;7972.0;nan;nan;nan;nan;2013-01-16;20130116223000;22:30;Hauts-de-France;nan;Définitif;nan
52;4467.0;nan;nan;nan;nan;2013-01-16;20130116223000;22:30;Pays de la Loire;nan;Définitif;nan
93;6824.0;nan;nan;nan;nan;2013-01-16;20130116223000;22:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
24;3392.0;3915.0;nan;3915.0;7307.0;2013-01-16;20130116230000;23:00;Centre-Val de Loire;Définitif;Définitif;nan
44;7146.0;14745.0;nan;14745.0;21891.0;2013-01-16;20130116230000;23:00;Grand Est;Définitif;Définitif;nan
52;4972.0;5520.0;nan;5520.0;10492.0;2013-01-16;20130116230000;23:00;Pays de la Loire;Définitif;Définitif;nan
11;12924.0;nan;nan;nan;nan;2013-01-16;20130116233000;23:30;Île-de-France;nan;Définitif;nan
24;3285.0;nan;nan;nan;nan;2013-01-16;20130116233000;23:30;Centre-Val de Loire;nan;Définitif;nan
52;4729.0;nan;nan;nan;nan;2013-01-16;20130116233000;23:30;Pays de la Loire;nan;Définitif;nan
75;7013.0;nan;nan;nan;nan;2013-01-16;20130116233000;23:30;Nouvelle-Aquitaine;nan;Définitif;nan
76;6503.0;nan;nan;nan;nan;2013-01-16;20130116233000;23:30;Occitanie;nan;Définitif;nan
24;3424.0;3958.0;nan;3958.0;7382.0;2013-01-17;20130117000000;00:00;Centre-Val de Loire;Définitif;Définitif;nan
28;4992.0;7027.0;nan;7027.0;12019.0;2013-01-17;20130117000000;00:00;Normandie;Définitif;Définitif;nan
44;7008.0;13736.0;nan;13736.0;20744.0;2013-01-17;20130117000000;00:00;Grand Est;Définitif;Définitif;nan
11;12368.0;nan;nan;nan;nan;2013-01-17;20130117003000;00:30;Île-de-France;nan;Définitif;nan
27;3224.0;nan;nan;nan;nan;2013-01-17;20130117003000;00:30;Bourgogne-Franche-Comté;nan;Définitif;nan
28;4854.0;nan;nan;nan;nan;2013-01-17;20130117003000;00:30;Normandie;nan;Définitif;nan
75;7112.0;nan;nan;nan;nan;2013-01-17;20130117003000;00:30;Nouvelle-Aquitaine;nan;Définitif;nan
28;4743.0;7134.0;nan;7134.0;11877.0;2013-01-17;20130117010000;01:00;Normandie;Définitif;Définitif;nan
84;10239.0;12234.0;76.0;12310.0;22549.0;2013-01-17;20130117010000;01:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
11;11517.0;nan;nan;nan;nan;2013-01-17;20130117013000;01:30;Île-de-France;nan;Définitif;nan
75;7252.0;nan;nan;nan;nan;2013-01-17;20130117013000;01:30;Nouvelle-Aquitaine;nan;Définitif;nan
76;6245.0;nan;nan;nan;nan;2013-01-17;20130117013000;01:30;Occitanie;nan;Définitif;nan
84;10471.0;nan;nan;nan;nan;2013-01-17;20130117013000;01:30;Auvergne-Rhône-Alpes;nan;Définitif;nan
11;11155.0;4251.0;nan;4251.0;15406.0;2013-01-17;20130117020000;02:00;Île-de-France;Définitif;Définitif;nan
32;8089.0;15554.0;nan;15554.0;23643.0;2013-01-17;20130117020000;02:00;Hauts-de-France;Définitif;Définitif;nan
75;7242.0;3751.0;3022.0;6773.0;14015.0;2013-01-17;20130117020000;02:00;Nouvelle-Aquitaine;Définitif;Définitif;Définitif
76;6224.0;1580.0;3410.0;4990.0;11214.0;2013-01-17;20130117020000;02:00;Occitanie;Définitif;Définitif;Définitif
24;3292.0;nan;nan;nan;nan;2013-01-17;20130117023000;02:30;Centre-Val de Loire;nan;Définitif;nan
28;4717.0;nan;nan;nan;nan;2013-01-17;20130117023000;02:30;Normandie;nan;Définitif;nan
24;3246.0;4305.0;nan;4305.0;7551.0;2013-01-17;20130117030000;03:00;Centre-Val de Loire;Définitif;Définitif;nan
32;7916.0;15876.0;nan;15876.0;23792.0;2013-01-17;20130117030000;03:00;Hauts-de-France;Définitif;Définitif;nan
76;5915.0;nan;nan;nan;nan;2013-01-17;20130117033000;03:30;Occitanie;nan;Définitif;nan
27;3305.0;5960.0;nan;5960.0;9265.0;2013-01-17;20130117040000;04:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
11;10798.0;nan;nan;nan;nan;2013-01-17;20130117043000;04:30;Île-de-France;nan;Définitif;nan
24;3231.0;nan;nan;nan;nan;2013-01-17;20130117043000;04:30;Centre-Val de Loire;nan;Définitif;nan
28;4504.0;nan;nan;nan;nan;2013-01-17;20130117043000;04:30;Normandie;nan;Définitif;nan
75;6669.0;nan;nan;nan;nan;2013-01-17;20130117043000;04:30;Nouvelle-Aquitaine;nan;Définitif;nan
76;5770.0;nan;nan;nan;nan;2013-01-17;20130117043000;04:30;Occitanie;nan;Définitif;nan
11;10877.0;4335.0;nan;4335.0;15212.0;2013-01-17;20130117050000;05:00;Île-de-France;Définitif;Définitif;nan
27;3261.0;6407.0;nan;6407.0;9668.0;2013-01-17;20130117050000;05:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
44;6686.0;16085.0;nan;16085.0;22771.0;2013-01-17;20130117050000;05:00;Grand Est;Définitif;Définitif;nan
76;5805.0;1901.0;4153.0;6054.0;11859.0;2013-01-17;20130117050000;05:00;Occitanie;Définitif;Définitif;Définitif
28;4686.0;nan;nan;nan;nan;2013-01-17;20130117053000;05:30;Normandie;nan;Définitif;nan
44;7032.0;18851.0;nan;18851.0;25883.0;2013-01-17;20130117060000;06:00;Grand Est;Définitif;Définitif;nan
84;10824.0;16808.0;126.0;16934.0;27758.0;2013-01-17;20130117060000;06:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
93;6572.0;9952.0;nan;9952.0;16524.0;2013-01-17;20130117060000;06:00;Provence-Alpes-Côte d'Azur;Définitif;Définitif;nan
24;3643.0;nan;nan;nan;nan;2013-01-17;20130117063000;06:30;Centre-Val de Loire;nan;Définitif;nan
93;6951.0;nan;nan;nan;nan;2013-01-17;20130117063000;06:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
44;7728.0;19313.0;nan;19313.0;27041.0;2013-01-17;20130117070000;07:00;Grand Est;Définitif;Définitif;nan
84;11408.0;17221.0;125.0;17346.0;28754.0;2013-01-17;20130117070000;07:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
44;7935.0;nan;nan;nan;nan;2013-01-17;20130117073000;07:30;Grand Est;nan;Définitif;nan
27;3997.0;7304.0;nan;7304.0;11301.0;2013-01-17;20130117080000;08:00;Bourgogne-Franche-Comté;Définitif;Définitif;nan
27;3939.0;nan;nan;nan;nan;2013-01-17;20130117083000;08:30;Bourgogne-Franche-Comté;nan;Définitif;nan
53;4311.0;4587.0;nan;4587.0;8898.0;2013-01-17;20130117090000;09:00;Bretagne;Définitif;Définitif;nan
84;11886.0;16926.0;123.0;17049.0;28935.0;2013-01-17;20130117090000;09:00;Auvergne-Rhône-Alpes;Définitif;Définitif;Définitif
11;14632.0;nan;nan;nan;nan;2013-01-17;20130117093000;09:30;Île-de-France;nan;Définitif;nan
44;7995.0;nan;nan;nan;nan;2013-01-17;20130117093000;09:30;Grand Est;nan;Définitif;nan
75;8175.0;nan;nan;nan;nan;2013-01-17;20130117093000;09:30;Nouvelle-Aquitaine;nan;Définitif;nan
93;7500.0;nan;nan;nan;nan;2013-01-17;20130117093000;09:30;Provence-Alpes-Côte d'Azur;nan;Définitif;nan
11;14714.0;5030.0;nan;5030.0;19744.0;2013-01-17;20130117100000;10:00;Île-de-France;Définitif;Définitif;nan
76;7148.0;2141.0;4915.0;7056.0;14204.0;2013-01-17;20130117100000;10:00;Occitanie;Définitif;Définitif;Définitif
